"","host_response_rate","host_acceptance_rate","host_listings_count","accommodates","room_type","bedrooms","bathrooms","beds","price","minimum_nights","maximum_nights","number_of_reviews","latitude","longitude","city","zipcode","state","tidy_price"
"2925","100%","86%",1,3,"Entire home/apt",1,1,2,"$100.00",2,12,8,38.9304379645128,-77.0362246980941,"Washington","20010","DC",100
"2926","100%","100%",2,2,"Private room",1,1,1,"$100.00",1,1125,6,38.9257242926683,-77.0288948880572,"Washington","20009","DC",100
"2927","","",2,2,"Private room",1,1.5,1,"$99.00",1,1125,0,38.9233955030283,-77.0363143482148,"Washington","20009","DC",99
"2928","100%","",1,4,"Entire home/apt",1,1,1,"$140.00",2,18,3,38.9278320189862,-77.0392495137876,"Washington","20009","DC",140
"2929","60%","89%",2,6,"Entire home/apt",2,2.5,2,"$154.00",2,10,18,38.930316723483,-77.0240984640323,"Washington","20010","DC",154
"2930","90%","44%",2,2,"Entire home/apt",1,1,1,"$70.00",1,1125,2,38.9274849753094,-77.0345750867842,"Washington","20010","DC",70
"2931","100%","95%",5,4,"Entire home/apt",1,1,1,"$98.00",2,1125,24,38.9308190299526,-77.0384723433045,"Washington","20010","DC",98
"2932","100%","100%",1,3,"Entire home/apt",1,1,1,"$90.00",1,1125,11,38.9360358794181,-77.0365465387369,"Washington","20010","DC",90
"2933","","",1,2,"Private room",1,1,1,"$100.00",3,1125,18,38.9201036162027,-77.0327411833557,"Washington","20009","DC",100
"2934","100%","80%",2,2,"Private room",1,1,1,"$60.00",2,4,4,38.9288294482842,-77.0373234853621,"Washington","20009","DC",60
"2935","100%","79%",1,3,"Entire home/apt",1,1,1,"$130.00",1,1125,6,38.9376511296279,-77.0367102790952,"Washington","20010","DC",130
"2936","63%","100%",1,2,"Entire home/apt",0,1,1,"$105.00",1,2000,8,38.9221675085731,-77.0360305161875,"Washington","20009","DC",105
"2937","","",1,6,"Entire home/apt",3,2,3,"$600.00",1,1125,0,38.9235599321439,-77.0243382234534,"Washington","20001","DC",600
"2938","","",1,3,"Entire home/apt",1,1,1,"$250.00",2,1125,1,38.9343214856866,-77.041797721245,"Washington","20010","DC",250
"2939","100%","100%",1,2,"Private room",1,1,1,"$75.00",1,1125,0,38.9278256917729,-77.0422301763698,"Washington","20009","DC",75
"2940","100%","100%",2,4,"Entire home/apt",1,1,2,"$99.00",4,35,14,38.9270395428773,-77.0373560716941,"Washington","20009","DC",99
"2941","100%","89%",2,10,"Entire home/apt",6,4,8,"$499.00",2,1125,8,38.9284645806818,-77.0309232723955,"Washington","20010","DC",499
"2942","100%","67%",1,2,"Entire home/apt",0,1,1,"$110.00",1,1125,8,38.932398839626,-77.0381043516182,"Washington","20010","DC",110
"2943","100%","95%",5,2,"Private room",1,1,1,"$69.00",1,1125,3,38.9322843708958,-77.0387555670696,"Washington","20010","DC",69
"2944","100%","",1,2,"Private room",1,1,1,"$85.00",5,1125,35,38.9213005106087,-77.0310839616345,"Washington","20009","DC",85
"2945","100%","",1,2,"Entire home/apt",1,1,1,"$85.00",2,1125,4,38.9288677810386,-77.0282720491759,"Washington","20009","DC",85
"2946","","",1,1,"Private room",1,1,2,"$150.00",1,7,6,38.9320315934761,-77.0269394165858,"Washington","20009","DC",150
"2947","100%","100%",6,12,"Entire home/apt",5,4,6,"$595.00",3,30,0,38.9260382879215,-77.0295184885126,"Washington","20009","DC",595
"2948","50%","100%",1,4,"Entire home/apt",2,2,2,"$160.00",1,1125,0,38.9326314227109,-77.0364979998361,"Washington","20010","DC",160
"2949","100%","100%",2,3,"Entire home/apt",1,1,1,"$145.00",2,1125,66,38.9277736806801,-77.0337220420106,"Washington","20009","DC",145
"2950","100%","100%",4,2,"Private room",1,1,1,"$100.00",3,1125,4,38.9259988253633,-77.028060518225,"Washington","20009","DC",100
"2951","100%","100%",1,2,"Entire home/apt",0,1,1,"$115.00",3,1125,9,38.927867277092,-77.0410046074176,"Washington, D.C.","20009","DC",115
"2952","100%","100%",2,2,"Entire home/apt",1,1,1,"$89.00",1,1125,56,38.9281945903492,-77.0225300693675,"Washington","20001","DC",89
"2953","33%","100%",1,1,"Entire home/apt",2,1,2,"$76.00",1,1125,6,38.9259450877594,-77.0263341863232,"Washington","20001","DC",76
"2954","100%","",1,2,"Entire home/apt",0,1,1,"$70.00",2,1125,0,38.931903343247,-77.0376501571561,"Washington","20010","DC",70
"2955","90%","100%",1,6,"Entire home/apt",3,1.5,3,"$329.00",4,700,29,38.9213849875349,-77.0299314721829,"Washington","20009","DC",329
"2956","86%","63%",2,2,"Entire home/apt",0,1,1,"$100.00",1,1125,2,38.9217875985043,-77.035492050414,"Washington","20009","DC",100
"2957","98%","52%",49,2,"Private room",1,1,1,"$100.00",2,30,1,38.9337765304547,-77.0262530457156,"Washington","20010","DC",100
"2958","100%","81%",9,2,"Entire home/apt",1,1.5,1,"$149.00",3,366,2,38.9257483943043,-77.0342661418653,"Washington","20009","DC",149
"2959","50%","70%",1,2,"Entire home/apt",0,1,1,"$89.00",1,1125,11,38.9289355896649,-77.0312690049498,"Washington","20010","DC",89
"2960","100%","100%",2,4,"Entire home/apt",1,1,2,"$119.00",1,1125,38,38.9294716733828,-77.0285763214424,"Washington","20010","DC",119
"2961","98%","52%",49,2,"Private room",1,1,1,"$100.00",2,30,6,38.9340288727963,-77.0283845062346,"Washington","20010","DC",100
"2962","100%","100%",3,3,"Entire home/apt",1,1,1,"$109.00",1,1125,84,38.929509282434,-77.0273774745318,"Washington","20001","DC",109
"2963","69%","100%",2,6,"Entire home/apt",2,1,3,"$100.00",3,1125,10,38.9331782098001,-77.0215581232405,"Washington","20010","DC",100
"2964","100%","100%",1,2,"Entire home/apt",0,1,2,"$85.00",1,1125,0,38.9271760555486,-77.0371644797879,"Washington","20009","DC",85
"2965","","",1,4,"Entire home/apt",2,1.5,2,"$90.00",3,66,23,38.9256855538744,-77.034971224111,"Washington","20009","DC",90
"2966","100%","100%",5,2,"Private room",1,1.5,1,"$100.00",1,14,16,38.9260010450413,-77.0236875834845,"Washington","20001","DC",100
"2967","100%","100%",1,2,"Entire home/apt",1,1,2,"$105.00",1,1125,0,38.9342443765821,-77.040045666822,"Washington","20010","DC",105
"2968","100%","100%",2,8,"Entire home/apt",3,1,3,"$129.00",1,14,138,38.9340871739589,-77.0277517378879,"Washington","20010","DC",129
"2969","75%","100%",2,2,"Entire home/apt",1,1,1,"$150.00",1,1125,1,38.9201593386415,-77.0364495043121,"Washington","20009","DC",150
"2970","70%","86%",1,4,"Entire home/apt",0,1,1,"$110.00",2,1125,7,38.924642941333,-77.035591990362,"Washington","20009","DC",110
"2971","","",1,2,"Private room",1,1,1,"$60.00",2,1125,0,38.9350425776893,-77.0297217495591,"Washington","20010","DC",60
"2972","","",1,2,"Entire home/apt",1,1,1,"$130.00",4,1125,4,38.9232617964366,-77.036466962462,"Washington","20009","DC",130
"2973","100%","",1,2,"Entire home/apt",0,1,1,"$120.00",4,1125,8,38.9370012978914,-77.0331093713314,"Washington","20010","DC",120
"2974","90%","90%",1,2,"Entire home/apt",0,1,1,"$85.00",2,1125,4,38.9279796559711,-77.0412269947279,"Washington","20010","DC",85
"2975","100%","100%",1,3,"Entire home/apt",1,1,2,"$110.00",3,21,5,38.9224542861585,-77.0343726895204,"Washington","20009","DC",110
"2976","100%","100%",1,3,"Private room",1,1,1,"$60.00",1,1125,3,38.9299337346693,-77.0296122209602,"Washington","20010","DC",60
"2977","71%","100%",1,2,"Private room",1,1,1,"$72.00",3,30,8,38.9350426138803,-77.0248482199278,"Washington","20010","DC",72
"2978","100%","100%",1,4,"Entire home/apt",1,1,1,"$99.00",2,14,2,38.9326420154889,-77.0268316511124,"Washington","20010","DC",99
"2979","","",1,3,"Private room",1,1,2,"$120.00",2,4,0,38.9324311787757,-77.0216415545108,"Washington","20010","DC",120
"2980","87%","100%",1,2,"Entire home/apt",1,1,1,"$95.00",1,1125,21,38.934528184337,-77.042405452508,"Washington","20010","DC",95
"2981","89%","85%",2,1,"Private room",1,1,1,"$60.00",2,21,6,38.9344723931057,-77.0315872235485,"Washington","20010","DC",60
"2982","100%","92%",3,2,"Entire home/apt",1,1,1,"$100.00",7,365,14,38.9355496845859,-77.0273691904378,"Washington","20010","DC",100
"2983","86%","50%",1,1,"Private room",1,1,1,"$60.00",2,1125,3,38.9317648275009,-77.0351307739247,"Washington","20010","DC",60
"2984","","",1,2,"Private room",1,1,1,"$60.00",1,1125,0,38.9340445542534,-77.0366749896596,"Washington","20010","DC",60
"2985","100%","100%",1,1,"Private room",1,1.5,1,"$150.00",1,1125,3,38.9335279272811,-77.044782644904,"Washington","20010","DC",150
"2986","90%","85%",1,4,"Entire home/apt",1,1,3,"$119.00",2,300,52,38.9336839388127,-77.0385416605098,"Washington","20010","DC",119
"2987","100%","100%",1,4,"Entire home/apt",1,1,2,"$199.00",2,1125,2,38.9312021612006,-77.0222513845467,"Washington","20010","DC",199
"2988","100%","81%",9,3,"Entire home/apt",1,1,1,"$139.00",3,365,20,38.9274677806013,-77.0384481970643,"Washington","20009","DC",139
"2989","92%","100%",1,4,"Shared room",1,1,2,"$50.00",1,1125,0,38.9343848864312,-77.0327287627069,"Washington","20010","DC",50
"2990","","",1,6,"Entire home/apt",2,2,3,"$175.00",5,1125,0,38.9280721940628,-77.0327948331058,"Washington","20010","DC",175
"2991","40%","100%",1,1,"Shared room",1,1.5,1,"$85.00",2,1125,0,38.9246634284918,-77.0310145524399,"Washington","20009","DC",85
"2992","100%","100%",1,1,"Private room",1,1,1,"$45.00",1,1125,2,38.9312564340741,-77.0305614496113,"Washington","20010","DC",45
"2993","100%","75%",1,3,"Entire home/apt",0,1,2,"$95.00",2,14,2,38.9248188391996,-77.0356899588594,"Washington","20009","DC",95
"2994","100%","63%",1,2,"Entire home/apt",1,1,1,"$115.00",2,1125,2,38.9327942777244,-77.0332407364129,"Washington","20010","DC",115
"2995","75%","100%",1,2,"Entire home/apt",1,1,1,"$75.00",2,1125,12,38.9224405069532,-77.0358482108649,"Washington","20009","DC",75
"2996","100%","100%",2,5,"Entire home/apt",1,1,1,"$120.00",2,1125,92,38.9293390698408,-77.0308785955383,"Washington","20009","DC",120
"2997","78%","100%",1,4,"Entire home/apt",1,1,2,"$119.00",1,3,1,38.929407357624,-77.0333314034325,"Washington","20010","DC",119
"2998","100%","81%",9,6,"Entire home/apt",2,2,3,"$209.00",3,720,22,38.926148733833,-77.0342776885981,"Washington","20009","DC",209
"2999","100%","100%",1,3,"Entire home/apt",1,1,1,"$96.00",2,120,4,38.9272558491372,-77.024956269877,"Washington","20001","DC",96
"3000","33%","100%",1,2,"Private room",1,1,1,"$139.00",1,1125,14,38.9212483549109,-77.0310388662161,"Washington","20009","DC",139
"3001","100%","100%",1,1,"Private room",1,1,1,"$65.00",1,30,6,38.9279803304923,-77.0324202896063,"Washington","20009","DC",65
"3002","60%","",1,2,"Entire home/apt",1,1,1,"$190.00",1,1125,5,38.9354687111039,-77.0311177794763,"Washington","20010","DC",190
"3003","100%","96%",4,2,"Private room",1,1,1,"$85.00",1,1125,15,38.9310330164205,-77.0373700722932,"Washington","20010","DC",85
"3004","89%","85%",2,2,"Entire home/apt",0,1,1,"$90.00",2,1125,0,38.930194894134,-77.0338731226319,"Washington","20010","DC",90
"3005","100%","92%",3,2,"Private room",1,1,1,"$80.00",4,14,96,38.9336597530662,-77.0267102129506,"Washington","20010","DC",80
"3006","100%","100%",1,8,"Entire home/apt",4,3.5,4,"$325.00",3,21,5,38.9304901603255,-77.0439998245964,"Washington","20010","DC",325
"3007","91%","100%",1,2,"Private room",1,1,1,"$89.00",1,1125,0,38.9230395150204,-77.0302236324852,"Washington","20009","DC",89
"3008","100%","88%",2,2,"Shared room",1,1,1,"$66.00",1,1125,46,38.9251310543186,-77.0320258296201,"Washington","20009","DC",66
"3009","100%","100%",6,5,"Entire home/apt",2,1,3,"$145.00",3,30,0,38.9309383838271,-77.0291870172099,"Washington","20010","DC",145
"3010","80%","100%",1,1,"Entire home/apt",1,1,1,"$54.00",1,210,0,38.9361627534759,-77.0349305254146,"Washington","20010","DC",54
"3011","86%","100%",3,3,"Entire home/apt",3,1,3,"$165.00",3,30,0,38.9199764885655,-77.0345121107417,"Washington","20009","DC",165
"3012","","",1,4,"Entire home/apt",2,2,2,"$225.00",1,1125,1,38.923890180489,-77.0341114591447,"Washington","20009","DC",225
"3013","100%","100%",2,4,"Entire home/apt",2,2.5,2,"$399.00",2,1125,0,38.9306987184426,-77.0300134276922,"Washington","20010","DC",399
"3014","","",1,4,"Entire home/apt",2,2,2,"$179.00",2,1125,8,38.9248177484955,-77.0270610995736,"Washington","20009","DC",179
"3015","100%","100%",6,1,"Private room",1,1,1,"$35.00",15,1125,9,38.9366898366731,-77.019954238076,"Washington","20010","DC",35
"3016","88%","100%",2,1,"Private room",1,1,1,"$80.00",2,1125,9,38.9298193084805,-77.0257700365405,"Washington","20009","DC",80
"3017","","",1,5,"Private room",1,2,2,"$85.00",4,365,4,38.9289062688349,-77.0236530068836,"Washington","20001","DC",85
"3018","100%","100%",1,2,"Entire home/apt",1,1,1,"$100.00",2,40,16,38.9224673565518,-77.0242415178497,"Washington","","DC",100
"3019","100%","100%",1,4,"Entire home/apt",1,1,2,"$109.00",2,29,15,38.9341604308148,-77.0265715769426,"Washington","20010","DC",109
"3020","","",1,6,"Entire home/apt",1,1,2,"$150.00",1,1125,0,38.9303865366292,-77.0352388833594,"Washington","20010","DC",150
"3021","100%","",1,2,"Entire home/apt",1,1,1,"$129.00",5,30,11,38.9276874104893,-77.0396264373844,"Washington","20009","DC",129
"3022","100%","95%",5,2,"Private room",1,1,1,"$75.00",1,1125,0,38.9309150349598,-77.0399651648505,"Washington","20010","DC",75
"3023","92%","98%",3,3,"Entire home/apt",0,1,2,"$89.00",2,365,70,38.933764914702,-77.0442797143536,"Washington","20010","DC",89
"3024","97%","100%",8,2,"Entire home/apt",0,1,1,"$99.00",3,120,19,38.930614169704,-77.043837698248,"Washington","20010","DC",99
"3025","100%","93%",1,6,"Entire home/apt",2,1,4,"$160.00",2,1125,4,38.9286717556221,-77.0364523293704,"Washington","20009","DC",160
"3026","92%","91%",26,6,"Entire home/apt",2,1,4,"$175.00",1,1125,18,38.9303226858555,-77.0307716563367,"Washington","20010","DC",175
"3027","100%","100%",1,2,"Entire home/apt",1,1,1,"$120.00",1,1125,18,38.9295576441495,-77.0398435165104,"Washington","20010","DC",120
"3028","100%","100%",1,2,"Entire home/apt",1,1,1,"$95.00",1,1125,5,38.9225326496594,-77.0276481649667,"Washington","20009","DC",95
"3029","100%","100%",6,4,"Entire home/apt",1,1,2,"$109.00",3,30,0,38.9299895909832,-77.0291183467709,"Washington","20010","DC",109
"3030","100%","100%",1,4,"Entire home/apt",1,1,1,"$189.00",3,1125,35,38.9310652453785,-77.0388483201151,"Washington","20010","DC",189
"3031","100%","100%",1,1,"Private room",1,1.5,1,"$200.00",1,1125,1,38.930835611434,-77.0326459349986,"Washington","20010","DC",200
"3032","100%","82%",1,1,"Private room",1,1,1,"$31.00",1,6,3,38.936314546342,-77.0225764328626,"Washington","20010","DC",31
"3033","70%","75%",2,2,"Private room",1,1,1,"$80.00",1,1125,2,38.9242855157509,-77.02732955317,"Washington","20009","DC",80
"3034","100%","88%",2,4,"Entire home/apt",0,1,1,"$100.00",1,1125,4,38.925392771455,-77.0311040050644,"Washington","20009","DC",100
"3035","100%","100%",1,2,"Entire home/apt",0,1,1,"$110.00",2,30,3,38.923116871494,-77.0340529647189,"Washington","20009","DC",110
"3036","90%","100%",1,2,"Entire home/apt",1,1,1,"$90.00",2,1125,12,38.9294275073732,-77.0378445415925,"Washington","20010","DC",90
"3037","","",1,2,"Private room",1,1.5,1,"$50.00",3,12,1,38.930061132151,-77.0321455292993,"Washington","20010","DC",50
"3038","80%","55%",5,2,"Private room",1,1,1,"$120.00",1,1125,0,38.9342305699238,-77.0279008999862,"Washington","20010","DC",120
"3039","100%","93%",3,2,"Private room",1,1,1,"$75.00",1,1125,1,38.9266804633413,-77.0284641061678,"Washington","20009","DC",75
"3040","80%","100%",1,4,"Private room",1,1,3,"$100.00",2,1125,1,38.9316026509407,-77.0320448278735,"Washington","20010","DC",100
"3041","100%","100%",2,2,"Private room",1,1,1,"$54.00",2,1125,0,38.936229357644,-77.0327491854572,"Washington","20010","DC",54
"3042","100%","",1,1,"Private room",1,0.5,1,"$50.00",1,1125,1,38.9334907030493,-77.0296789283018,"Washington","20010","DC",50
"3043","","",1,2,"Private room",1,1,1,"$100.00",1,1125,0,38.9265794889975,-77.027562150521,"Washington","20009","DC",100
"3044","83%","50%",1,2,"Entire home/apt",0,1,1,"$80.00",1,3,0,38.9369411470873,-77.0379339715851,"Washington","20010","DC",80
"3045","100%","100%",3,5,"Entire home/apt",2,1,2,"$300.00",3,30,0,38.920487780816,-77.0335758892313,"Washington","20009","DC",300
"3046","100%","100%",1,4,"Entire home/apt",1,1,1,"$109.00",2,730,106,38.9337515592979,-77.0292402174937,"Washington","20010","DC",109
"3047","86%","88%",1,2,"Entire home/apt",1,1,1,"$55.00",1,1125,34,38.9201250635256,-77.0360719745896,"Washington","20009","DC",55
"3048","60%","100%",1,2,"Entire home/apt",0,1,1,"$92.00",1,1125,2,38.9233649444543,-77.0288495520744,"Washington","20009","DC",92
"3049","100%","100%",1,3,"Entire home/apt",0,1,1,"$98.00",1,1125,2,38.9368688125191,-77.0368737049184,"Washington","20010","DC",98
"3050","70%","100%",1,2,"Entire home/apt",1,1,1,"$60.00",1,1125,3,38.9348882099178,-77.026257461984,"Washington","20010","DC",60
"3051","100%","100%",2,3,"Entire home/apt",1,1,1,"$95.00",1,1125,0,38.933004732118,-77.0335292290178,"Washington","20010","DC",95
"3052","100%","",1,2,"Entire home/apt",1,1,1,"$125.00",4,1125,0,38.9329375571679,-77.0339667065312,"Washington","20010","DC",125
"3053","","",1,4,"Entire home/apt",2,2,3,"$200.00",1,1125,0,38.9307676329361,-77.0311707284389,"Washington","20010","DC",200
"3054","90%","100%",3,2,"Private room",1,1,1,"$125.00",1,1125,11,38.9270574228048,-77.0237223767686,"Washington","20001","DC",125
"3055","90%","100%",1,7,"Entire home/apt",3,2.5,3,"$150.00",1,1125,12,38.9350223905339,-77.0199131891007,"Washington","20010","DC",150
"3056","83%","0%",1,1,"Shared room",1,1,1,"$49.00",1,1125,8,38.93272924944,-77.0389712506815,"Washington","20010","DC",49
"3057","","",1,2,"Private room",1,1,1,"$135.00",3,1125,0,38.9346628155349,-77.0267787934221,"Washington","20010","DC",135
"3058","","",1,3,"Entire home/apt",1,1,1,"$250.00",1,1125,0,38.9340267711071,-77.0351925354969,"Washington","20010","DC",250
"3059","100%","100%",1,2,"Entire home/apt",0,1,2,"$87.00",1,1125,7,38.9335885260175,-77.0377846623453,"Washington","20010","DC",87
"3060","100%","100%",1,2,"Private room",1,1.5,1,"$75.00",1,1125,0,38.9318447115064,-77.0342772730855,"Washington","20010","DC",75
"3061","85%","75%",1,2,"Entire home/apt",0,1,1,"$101.00",2,3,10,38.9222999671364,-77.0344175474584,"Washington","20009","DC",101
"3062","17%","",1,4,"Entire home/apt",2,2,2,"$267.00",1,1125,0,38.928779175152,-77.032736185632,"Washington","20010","DC",267
"3063","100%","100%",1,5,"Entire home/apt",2,1,2,"$175.00",2,1125,19,38.929246499913,-77.0306412800409,"Washington","20009","DC",175
"3064","92%","91%",26,6,"Entire home/apt",2,1,5,"$175.00",1,1125,13,38.9318510363876,-77.0292123330946,"Washington","20010","DC",175
"3065","100%","100%",3,2,"Entire home/apt",1,1,1,"$105.00",2,1125,3,38.9272472736214,-77.0274131925785,"Washington","20001","DC",105
"3066","100%","100%",1,4,"Entire home/apt",1,1,1,"$115.00",1,1125,13,38.9273109056349,-77.042067821683,"Washington","20009","DC",115
"3067","","",1,4,"Entire home/apt",1,1,3,"$144.00",2,10,5,38.9270886869436,-77.0283446802164,"Washington","20001","DC",144
"3068","70%","67%",1,1,"Entire home/apt",1,1,1,"$90.00",20,1125,7,38.9305646007035,-77.0339465634644,"Washington","20010","DC",90
"3069","100%","100%",3,2,"Entire home/apt",1,1,3,"$155.00",1,1125,4,38.924204428073,-77.0355193270183,"Washington","20009","DC",155
"3070","100%","100%",1,3,"Entire home/apt",1,1,2,"$125.00",1,200,19,38.9201625793148,-77.0350625719571,"Washington","20009","DC",125
"3071","100%","100%",1,2,"Entire home/apt",1,1.5,1,"$119.00",1,730,25,38.9246712419914,-77.0320992481155,"Washington","20009","DC",119
"3072","100%","67%",1,4,"Entire home/apt",1,1,1,"$105.00",1,10,4,38.9264049093728,-77.0339272706913,"Washington","20009","DC",105
"3073","100%","",1,2,"Private room",1,1,1,"$87.00",1,10,0,38.9320052148499,-77.0300046799583,"Washington","20010","DC",87
"3074","92%","88%",2,2,"Private room",1,1.5,1,"$50.00",1,1125,26,38.9361030739774,-77.0290119891636,"Washington","20010","DC",50
"3075","100%","75%",3,4,"Entire home/apt",1,1,2,"$79.00",5,45,31,38.9269302512015,-77.0229938180198,"Washington","20001","DC",79
"3076","100%","",1,1,"Private room",1,1,1,"$46.00",1,1125,0,38.9331864807057,-77.0328242997695,"Washington","20010","DC",46
"3077","100%","100%",1,4,"Entire home/apt",1,1,3,"$109.00",1,1125,13,38.9338058830147,-77.0400204121549,"Washington","20010","DC",109
"3078","100%","75%",3,6,"Entire home/apt",3,2,3,"$499.00",3,14,2,38.9260514531646,-77.0228758116001,"Washington","20001","DC",499
"3079","80%","",1,3,"Entire home/apt",0,1,2,"$100.00",3,1125,5,38.9220691562027,-77.0298030629509,"Washington","20009","DC",100
"3080","100%","100%",6,6,"Entire home/apt",2,2,4,"$175.00",3,7,0,38.9294487617859,-77.0290585859754,"Washington","20010","DC",175
"3081","50%","100%",1,2,"Entire home/apt",0,1,1,"$130.00",1,7,13,38.9374225461634,-77.0374548426852,"Washington","20010","DC",130
"3082","88%","100%",1,4,"Entire home/apt",1,1,2,"$90.00",2,1125,4,38.9340852372818,-77.0357317469138,"Washington","20010","DC",90
"3083","100%","83%",1,2,"Private room",1,1,1,"$55.00",1,7,16,38.9305732455173,-77.0388918245684,"Washington","20010","DC",55
"3084","95%","100%",1,2,"Private room",1,1,1,"$65.00",1,1125,5,38.9218376964509,-77.0342077068775,"Washington","20009","DC",65
"3085","","",1,2,"Private room",1,1,1,"$87.00",1,1125,3,38.9340228925245,-77.0351067770693,"Washington","20010","DC",87
"3086","100%","92%",3,2,"Private room",1,1,1,"$80.00",4,14,30,38.9352102268132,-77.0285155667391,"Washington","20010","DC",80
"3087","50%","100%",1,4,"Entire home/apt",1,1,2,"$149.00",1,1125,0,38.9301371857422,-77.0337030000058,"Washington","20010","DC",149
"3088","100%","94%",5,2,"Private room",1,2.5,1,"$105.00",2,730,142,38.9331188712575,-77.040436504461,"Washington","20010","DC",105
"3089","100%","94%",5,2,"Private room",1,2.5,1,"$95.00",2,730,184,38.9315113540335,-77.0398990428525,"Washington","20010","DC",95
"3090","100%","100%",1,1,"Private room",1,1,2,"$75.00",1,2,7,38.9262696532452,-77.0263646693989,"Washington","20001","DC",75
"3091","90%","60%",1,3,"Entire home/apt",1,1,1,"$115.00",1,4,6,38.9283905905616,-77.0327014472994,"Washington","20010","DC",115
"3092","100%","100%",2,6,"Entire home/apt",3,1,3,"$150.00",1,1125,19,38.9294312084131,-77.0222606654706,"Washington","20001","DC",150
"3093","40%","",1,2,"Entire home/apt",0,1,1,"$105.00",1,20,3,38.9256269166265,-77.0345955156553,"Washington","20009","DC",105
"3094","","",1,4,"Entire home/apt",1,1,1,"$85.00",4,1125,2,38.9312703009193,-77.0283394024172,"Washington","20010","DC",85
"3095","100%","95%",1,3,"Entire home/apt",1,1,1,"$125.00",1,1125,37,38.9321311242271,-77.0362005491865,"Washington, D.C.","20010","DC",125
"3096","","",1,4,"Entire home/apt",2,2.5,2,"$500.00",1,3,0,38.9320793739153,-77.0230900353148,"Washington","20010","DC",500
"3097","100%","84%",1,6,"Entire home/apt",2,2,3,"$209.00",2,1125,54,38.9273190157436,-77.0307686188369,"Washington","20009","DC",209
"3098","100%","100%",1,6,"Entire home/apt",2,2,4,"$295.00",1,1125,9,38.9310657313386,-77.0323642388011,"Washington","20010","DC",295
"3099","100%","96%",1,2,"Private room",1,1.5,1,"$64.00",1,7,46,38.9232244626905,-77.0284468568066,"Washington","20009","DC",64
"3100","","",1,3,"Entire home/apt",1,1,2,"$134.00",7,14,0,38.9199993241715,-77.0331488746987,"Washington","20009","DC",134
"3101","60%","71%",1,4,"Entire home/apt",1,1,1,"$104.00",1,1125,2,38.9331511057504,-77.0373223968165,"Washington","20010","DC",104
"3102","86%","100%",3,1,"Private room",1,1,1,"$95.00",7,14,0,38.9197340040303,-77.0344887985786,"Washington","20009","DC",95
"3103","","",1,2,"Entire home/apt",1,1,1,"$85.00",1,1125,0,38.9330192812856,-77.0270255458646,"Washington","20010","DC",85
"3104","100%","100%",1,4,"Entire home/apt",0,1,1,"$109.00",2,1125,5,38.9344864022433,-77.0412528646642,"Washington","20010","DC",109
"3105","83%","100%",1,2,"Entire home/apt",0,1,2,"$95.00",1,7,2,38.9276966219479,-77.0350283063423,"Washington","20010","DC",95
"3106","80%","73%",1,4,"Entire home/apt",2,1,2,"$195.00",1,1125,12,38.9304710581037,-77.0381513478713,"Washington","20010","DC",195
"3107","100%","68%",1,2,"Private room",1,1,1,"$99.00",1,1125,55,38.9223880546543,-77.0322844563614,"Washington","20009","DC",99
"3108","","",1,2,"Entire home/apt",0,1,1,"$70.00",5,17,2,38.9233207926432,-77.035575253723,"Washington","20009","DC",70
"3109","100%","81%",9,5,"Entire home/apt",2,2,2,"$249.00",3,365,13,38.9274797483953,-77.038219976036,"Washington","20009","DC",249
"3110","80%","100%",1,1,"Private room",1,1,1,"$111.00",1,1125,7,38.9283390085632,-77.0242418969009,"Washington","20010","DC",111
"3111","85%","79%",19,2,"Entire home/apt",1,1,1,"$65.00",7,365,1,38.932458369131,-77.0342772196007,"Washington","20010","DC",65
"3112","80%","100%",1,6,"Entire home/apt",3,3.5,4,"$395.00",2,1125,67,38.9289190820784,-77.0374266769664,"Washington","20010","DC",395
"3113","80%","78%",1,2,"Entire home/apt",2,1,2,"$65.00",1,1125,1,38.9343558611967,-77.0250296778927,"Washington","20010","DC",65
"3114","80%","73%",1,3,"Entire home/apt",1,1,1,"$126.00",2,1125,4,38.9246458109456,-77.0324067999545,"Washington","20009","DC",126
"3115","100%","100%",1,1,"Private room",1,1,1,"$90.00",1,1125,1,38.9225562049472,-77.033546089277,"Washington","20009","DC",90
"3116","","",1,2,"Entire home/apt",1,1,1,"$120.00",10,30,15,38.9211106915848,-77.0320040385317,"Washington","20009","DC",120
"3117","","",1,2,"Private room",1,1,1,"$70.00",2,1125,0,38.930451406901,-77.0298804066442,"Washington","20010","DC",70
"3118","100%","100%",1,6,"Entire home/apt",3,1.5,4,"$126.00",1,1125,3,38.9314373525024,-77.0351516576335,"Washington","20010","DC",126
"3119","100%","90%",1,2,"Private room",1,1,1,"$65.00",1,5,4,38.9286638492896,-77.0282401292943,"Washington","20009","DC",65
"3120","","0%",1,3,"Entire home/apt",2,2.5,1,"$139.00",2,1125,5,38.9261060647668,-77.0330784813523,"Washington","20009","DC",139
"3121","","",1,2,"Private room",1,1,2,"$80.00",1,1125,0,38.9362613865309,-77.0233368990868,"Washington","20011","DC",80
"3122","80%","55%",5,2,"Private room",1,1,1,"$115.00",1,1125,0,38.9342633236228,-77.0267965251491,"Washington","20010","DC",115
"3123","33%","67%",1,2,"Private room",1,1.5,1,"$65.00",3,60,35,38.9370981110599,-77.0342316726111,"Washington","","DC",65
